,No,City,Place,Review,Rating,Name,Date,Raw_Review,Raw_Rating
101,102,Agra,Dayal Bagh,place famous unending work architecture carving place said curse carving work end watch tourists,2,Anonymous,,the place is famous for unending work of architecture and carving. This place is said to be under the curse that the carving work will never end. Must watch for tourists,fuk
102,103,Agra,CR Mall,best mall agra brands clothing available wide variety shopping male female available,4,Anonymous,,Best mall of Agra..Almost all brands of clothing are available here..wide variety of shopping for both male and female available,bas
103,104,Agra,Dakhini Darwaza,big entry gates taj mahal situated south end taj place knowm tajganj little famous gates,3,Anonymous,,It is as big as another entry gates of Taj Mahal. Situated on the south end of Taj with in place knowm as Tajganj is little more famous then other gates.,dex
104,105,Agra,Diwan-i-Am Agra Fort,entry gate singh gate diwane aam enter inside upstair amazing structure agra fort,4,Anonymous,,"Just after entry from one of the gate- Singh gate, you can see this. In front of the Diwane-i- Aam, it has one TOP and enter inside and just go upstair and see the most amazing structure of Agra fort",bas
105,106,Agra,Dhakri-Ka-Mahal,dhakri ka mahal ancient mahal famous fell cool peace mind,4,Anonymous,,This Dhakri ka mahal is very ancient mahal but it is not so famous but you can fell very cool and peace mind over here.,bas
106,107,Agra,Diwan E Aam,restored lord curzon years ago originally columns ceilings painted gold plasterwork ornamented gold white shell lime,4,Anonymous,,Restored by Lord Curzon more than a hundred years ago. Originally the columns and ceilings were painted in gold and the plasterwork was also ornamented in gold and white shell lime.,bas
107,108,Agra,Dolphin The Water World,good place visit family friends rides amazing good parking facility food court facility highly improves compassion year come,5,Anonymous,,"Good Place to visit with your family and friends Rides are amazing good parking facility and food court facility..
Highly improves as well the in compassion to last year ..

Must come",gol
108,109,Agra,Gurudwara Guru ka Tal,visited divine place thronged thousands faiths holiday th december sitting main hall truly soul warming felt like leaving place maintained offers good facilities pilgrims walks life,5,Anonymous,,Visited this divine place thronged by thousands from all faiths on a holiday on 25th December. Sitting in the main hall was truly soul warming and never felt like leaving. Place is well maintained and offers good facilities for pilgrims from all walks of life...,gol
109,110,Tajganj,Dreams  tour,shakir ali fantastic guide good human grasp local history quite deep great companion guide visiting taj mahal,5,Anonymous,,Shakir Ali is a fantastic guide and good human being. His grasp of local history is quite deep. He can be a great companion as a guide while visiting Taj Mahal.,gol
110,111,Agra,Dr. B. R. Ambedkar University,br ambedkar university old surrounding quiet nice garden,4,Anonymous,,The BR Ambedkar university is old and the surrounding is also quiet nice and you can also find garden around it.,bas
111,112,Agra,Jahangir Mahal,jahangir mahal major palace fort attributed reign akbar contains courtyards galleries various halls palace impressive marble pool,4,Anonymous,,"Jahangir Mahal is the only major palace within the fort which is attributed to the reign of Akbar. It contains courtyards, galleries and various halls and at the front of the palace is an impressive marble pool.",bas
112,113,Agra,Gyarah Sidi,history vise mughal observatory park developed dry lot scum,3,Anonymous,,History vise this is Mughal observatory. Now the park is also developed around it.well is dry now with lot of scum,dex
113,114,Agra,Jama Masjid,working mosque people accommodated square shoe covers rupees worn worth taking hotel slippers poss unfair charge cameras phones levied rupees item particularly,2,Anonymous,,A working mosque where up to 25000 people can be accommodated in the square. Shoe covers at 100 rupees must be worn. Worth taking hotel slippers if poss. An unfair charge for Cameras/ phones is also levied at 300 rupees per item. Not particularly much...,fuk
114,115,Agra,Jain Muni Samadhi Stahl,samadhi great jain leader important places jains agra great place certainly good visit,5,Anonymous,,"this samadhi of a great jain leader is one of the important places for the jains in agra. Though not a great place,it is certainly good to visit it",gol
115,116,Agra,Jawab Masjid,principal elements complex main gateway garden mosque jawab literally answer building mirroring mosque mausoleum including minarets conceived designed unified entity according tenets mughal building practice allowed subsequent addition,4,Anonymous,,"The five principal elements of the complex—main gateway, garden, mosque. jawab (literally “answer”; a building mirroring the mosque), and mausoleum (including its four minarets)—were conceived and designed as a unified entity according to the tenets of Mughal building practice, which allowed no subsequent addition or...",bas
116,117,Agra,Jaswant ki Chatri,place located agra monument local ruler place famous,3,Anonymous,,This place is located in agra and has this monument of the local ruler and this place is not so famous.,dex
117,118,Agra,Kalakriti Cultural & Convention Center,went twice watch second brought grandma wanted tk buy bronze okay taj mahal beautiful story excited watch,5,Anonymous,,"We went here twice. First was to watch the show and the second was when we were brought here as my grandma wanted tk buy bronze. 

The show was okay. The Taj Mahal had such a beautiful story, I was excited to watch the show...",gol
118,119,Agra,Kailash Temple,ancient shiv linge means shiv ling said shiv ling second shiv ling hope,4,Anonymous,,"here is an ancient shiv linge, means two shiv ling.it is said that here is two shiv ling,one we see and one for find.i can't see second shiv ling. hope that you will find it.",bas
119,120,Agra,Keetham Lake,good place relax spending time nature lucky watch lot birds peacock crocodiles bears visited place friend village house near spot visit,5,Anonymous,,"Good place to relax and spending time with nature. You may be lucky to watch lot of birds, peacock, Crocodiles, Bears etc. I visited this place with my friend as my village house is near to this spot. Must Visit",gol
120,121,Agra,Korai Village Agra,actually wanted agra beautiful taj mahal group friends tour operator suggested experience glimpse real india korai village agra visiting popular places thought,5,Anonymous,,"We actually wanted go to Agra just to see the beautiful Taj Mahal with a group of friends. But the tour  operator suggested that we might as well experience a glimpse of real india through Korai Village,Agra. Rather than just visiting popular places, we thought...",gol
121,122,Agra,Mariam's Tomb,nice place history lover place inside fathepur fort travel cover fathepur sikri visit,5,Anonymous,,Nice place for history lover.this place inside of fathepur fort.travel should cover with fathepur sikri visit.,gol
122,123,Agra,M.D College,old education center provides education various courses professor highly educated best college town,4,Anonymous,,It was the old education Center which provides education in various courses. The professor was highly educated. Best college in town.,bas
123,124,Agra,Mehtab Bagh,initially thought skip site guide insisted glad thoroughly enjoyed walking baby taj,5,Anonymous,,Initially we had thought to skip this site but our guide insisted.  So glad he did.  We thoroughly enjoyed walking through the ´baby Taj ´.,gol
124,125,Mohali,MD Tour And Travel,happy md tour travel service days tour shimla malali gave excellent hotels excellent tranport excellent driver recmend md tour nice trip,5,Anonymous,,I am very happy with Md Tour and travel service. I did 10 days tour of shimla malali.they gave me very excellent hotels with excellent tranport with excellent driver.i recmend Md Tour for doing a nice trip 😀,gol
125,126,Agra,Mother Teresa's Missionaries of Charity,heartfelt orphaned children adults special needs children cling holding overwhelmed emotion hold children donate possible care,5,Anonymous,,"So heartfelt, the orphaned children and adults with special needs.  The children just cling to you when holding, so overwhelmed with emotion.  Please go, hold the children and donate as much as possible as who else will care for them💓🙏🏽",gol
